likes,retweets,total_replies,created_at,cleaned_text,label,Cleaned_Text,Label
224,66,2,2024-08-13 21:17:42+00:00,jimmy wanjigi tells yvonne okwara on citizen tv he believes ruto amp his regime wants to kill him wanjigi response absolutely why come and say i have grenades to say i have grenades is to say that i am raging a war on this country using arms,neutral,jimmy wanjigi tells yvonne okwara on citizen tv he believes ruto amp his regime wants to kill him wanjigi response absolutely why come and say i have grenades to say i have grenades is to say that i am raging a war on this country using arms,
293,137,77,2018-03-02 08:27:02+00:00,nasa are very much aware that jimmy wanjigi is a tenderpreneur who has looted this country more than even we have been accusing members of the kenyatta family but just because he is in their leadership ranks he now qualifies to lecture kenyans on reforms and justice wow kenya,neutral,nasa are very much aware that jimmy wanjigi is a tenderpreneur who has looted this country more than even we have been accusing members of the kenyatta family but just because he is in their leadership ranks he now qualifies to lecture kenyans on reforms and justice wow kenya,
5553,1491,101,2024-08-19 18:51:01+00:00,dennis itumbi has clarified that jimi wanjigis arrest is not about the protests its about an expired firearms license i now understand why baba hurenew ile risasi yake moja every years,neutral,dennis itumbi has clarified that jimi wanjigis arrest is not about the protests its about an expired firearms license i now understand why baba hurenew ile risasi yake moja every years,
3263,1124,36,2024-08-07 11:31:45+00:00,jimmy wanjigi is the jacob juma of those days a big cartel who sits on the same table with the looters of this country participates in the plundering amp when they fall out he spills the beans if he gets an avenue to be back on the dining table he will be as silent as baba,neutral,jimmy wanjigi is the jacob juma of those days a big cartel who sits on the same table with the looters of this country participates in the plundering amp when they fall out he spills the beans if he gets an avenue to be back on the dining table he will be as silent as baba,
1338,156,93,2021-07-01 12:39:24+00:00,jimmy wanjigi starts his presidential race in nyeri county hosted by gen wanyeki he plans to run on an odm ticket on his part to meet key leaders from south nyanza as he starts his presidential race meanwhile okoa kenya is still on a photoshoot,neutral,jimmy wanjigi starts his presidential race in nyeri county hosted by gen wanyeki he plans to run on an odm ticket on his part to meet key leaders from south nyanza as he starts his presidential race meanwhile okoa kenya is still on a photoshoot,
0,0,0,2025-02-19 16:14:39+00:00,huyu ndio jimmy wanjigi wake except she is the jimmy wanjigi,neutral,huyu ndio jimmy wanjigi wake except she is the jimmy wanjigi,
40836,2949,259,2025-02-19 04:42:49+00:00,rihanna and rocky after the verdict,neutral,rihanna and rocky after the verdict,
465,59,470,2024-08-19 17:45:06+00:00,jimi wanjigi is not above the law possessing firearms without license is an illegality let him face the law,offensive,jimi wanjigi is not above the law possessing firearms without license is an illegality let him face the law,
199,47,21,2025-01-30 16:50:02+00:00,ukiona gaitho akipost juu ya omtatah ujue siyo yeye ni jimmy wanjigi,offensive,ukiona gaitho akipost juu ya omtatah ujue siyo yeye ni jimmy wanjigi,
20,11,1,2025-01-19 11:17:40+00:00,tofauti ya jimmy wanjigi na maina njenga ni nini,offensive,tofauti ya jimmy wanjigi na maina njenga ni nini,
8,4,0,2025-03-04 13:59:06+00:00,to defeat ruto in you need money a lot of money this is a step in the right direction welcome onboard jimmy wanjigi,neutral,to defeat ruto in you need money a lot of money this is a step in the right direction welcome onboard jimmy wanjigi,
202,48,9,2023-06-20 21:44:49+00:00,jimmy wanjigi is a pragmatic thinker quite resourceful and factual listening to him talk on citizen tv this evening is worth it,neutral,jimmy wanjigi is a pragmatic thinker quite resourceful and factual listening to him talk on citizen tv this evening is worth it,
2,0,0,2025-02-20 21:20:12+00:00,after breaking into jimmy wanjigis house this is all they got in return katambe sana,neutral,after breaking into jimmy wanjigis house this is all they got in return katambe sana,
18,10,0,2025-03-04 19:10:56+00:00,ukiona amerix anaongeaalafu jimmy wanjigi alikuwa meeting ya gachagua leojua kuna inevitable,neutral,ukiona amerix anaongeaalafu jimmy wanjigi alikuwa meeting ya gachagua leojua kuna inevitable,
302,76,18,2024-08-09 19:42:05+00:00,jimi wanjigi was just in his house yet they couldnt find him they camped there for more than hours searching for him ata kama ni kubebwa ujinga bana,neutral,jimi wanjigi was just in his house yet they couldnt find him they camped there for more than hours searching for him ata kama ni kubebwa ujinga bana,
1638,226,75,2025-02-27 14:12:05+00:00,jimmy wanjigi at plp party launch mmeamini sasa jamaa ni one term president,neutral,jimmy wanjigi at plp party launch mmeamini sasa jamaa ni one term president,
1,1,0,2025-02-03 00:56:23+00:00,jimmy wanjigi,neutral,jimmy wanjigi,
296,68,77,2025-02-03 00:49:18+00:00,whenever i see tweeps here praising that dog called rigathi gachagua i instantly become mad kwani watu wako na memory ya kuku fuck him and what he stands for he stands for nothing atarudi kujpin wenzake mbaki hapo mkishangaa grow up,neutral,whenever i see tweeps here praising that dog called rigathi gachagua i instantly become mad kwani watu wako na memory ya kuku fuck him and what he stands for he stands for nothing atarudi kujpin wenzake mbaki hapo mkishangaa grow up,
8,0,1,2025-03-14 11:11:15+00:00,watu wa jimmy wanjigi hawataki mtu mwengine a shine,offensive,watu wa jimmy wanjigi hawataki mtu mwengine a shine,
360,65,15,2021-11-18 16:16:45+00:00,jimmy wanjigi akiongea baada ya mkurugenzi wa upelelezi wa makosa ya jinai dci george kinoti kuhukumiwa kifungo cha miezi kwa kukosa kutii amri ya mahakama iliyomtaka kuachilia silaha za mfanyabiashara huyuhapa kwetu jaji anaweza kumuomba msamaha shahidi,neutral,jimmy wanjigi akiongea baada ya mkurugenzi wa upelelezi wa makosa ya jinai dci george kinoti kuhukumiwa kifungo cha miezi kwa kukosa kutii amri ya mahakama iliyomtaka kuachilia silaha za mfanyabiashara huyuhapa kwetu jaji anaweza kumuomba msamaha shahidi,
912,483,76,2024-08-14 14:47:55+00:00,mnahitaji viboko jimi wanjigi is a beneficiary of the same corrupt system were fighting he is masquerading as a peoples champion amp coopting our struggle amp yall are falling for the circus wanjigi is the of the with no intention whatsoever of changing the status quo,neutral,mnahitaji viboko jimi wanjigi is a beneficiary of the same corrupt system were fighting he is masquerading as a peoples champion amp coopting our struggle amp yall are falling for the circus wanjigi is the of the with no intention whatsoever of changing the status quo,
1115,271,14,2025-02-27 18:51:28+00:00,jimmy wanjigi roars at peoples liberation party launch,neutral,jimmy wanjigi roars at peoples liberation party launch,
8,1,3,2025-03-19 13:06:36+00:00,where do you belong for me it seems ill cross the bridge when we get there maraga omutata jimmy wanjigi wiliam luto matiangi reuben kigame,neutral,where do you belong for me it seems ill cross the bridge when we get there maraga omutata jimmy wanjigi wiliam luto matiangi reuben kigame,
43,7,6,2025-02-05 01:02:19+00:00,mara morara mara jimmy wanjigi mara matiangi mara okiya omtatah sasa tuko kwa david maraga tbh yall dumb af this cant b the trend bana as genzs lets settle with one as soon as possible and we should give him all our support both online and outdoors period,hate,mara morara mara jimmy wanjigi mara matiangi mara okiya omtatah sasa tuko kwa david maraga tbh yall dumb af this cant b the trend bana as genzs lets settle with one as soon as possible and we should give him all our support both online and outdoors period,
113,136,11,2017-09-15 07:15:04+00:00,jimmy wanjigis life is in danger state officials leaked him info on impending danger reported gigiri police under ob no,hate,jimmy wanjigis life is in danger state officials leaked him info on impending danger reported gigiri police under ob no,
1734,248,81,2021-08-14 20:06:11+00:00,cartel merchant jimmy wanjigi doning orange uniform and declaring his candidature for president of kenya is equivalent to pablo emilio escobar gaviria wearing a medelln cartel uniform and gunning for the presidency of mexico thats where kenya is a narco state,hate,cartel merchant jimmy wanjigi doning orange uniform and declaring his candidature for president of kenya is equivalent to pablo emilio escobar gaviria wearing a medelln cartel uniform and gunning for the presidency of mexico thats where kenya is a narco state,
